"id","fqdn/ip","port","severity","finding","cve","cwe"
"cert","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","-----BEGIN CERTIFICATE-----\nMIIIjjCCBnagAwIBAgIQSSNTUv3CS5SCrs7HgQo2yjANBgkqhkiG9w0BAQsFADB9MQswCQYDVQQGEwJGUjESMBAGA1UECgwJREhJTVlPVElTMRwwGgYDVQQLDBMwMDAyIDQ4MTQ2MzA4MTAwMDM2MR0wGwYDVQRhDBROVFJGUi00ODE0NjMwODEwMDAzNjEdMBsGA1UEAwwUQ2VydGlnbmEgU2VydmljZXMgQ0EwHhcNMjMxMDAxMjIwMDAwWhcNMjQwOTMwMjE1OTU5WjCBijELMAkGA1UEBhMCRlIxDjAMBgNVBAcMBVBBUklTMSYwJAYDVQQKDB1HT1VWRVJORU1FTlQgUFJFTUlFUiBNSU5JU1RSRTEuMCwGA1UEAwwlbWF0cml4LXNpci5hZ2VudC5lbHlzZWUudGNoYXAuZ291di5mcjETMBEGA1UEBRMKUzI4NjgyMDEyNjCCASIwDQYJKoZIhvcNAQEBBQADggEPADCCAQoCggEBAMFVy8q8/0XXi8ZdKGc1uls/xgm7OFTFBcV1PSAy35rnzc91MQO9iTzUh9p0TUKdRQo2mnpJUxtvIRvu8s9XRfwzsaaC+wVocHzaGf7Z/2YIpD5vdguCLpLaZyVXESRMwa9tDw+4KPxGi+CVHr5A4h8PNUbzfT6Lg6PR7MTnPrvmF4KCI4BgwhwDR6TMPSEwhBDJdcV92Nbo6b1uyKLwuMkUxuV8kCD6V4cUAUdSWRSqdSWTasBMtR++oFSxf+XbKjY/lL5CZE1T3qs+xjujgsogVVj7d073UgbmSX3RWFwJ1D2T0dcvL9yiwcfejhFrnZGpCqJ4d/PwsZAjyE0+wL8CAwEAAaOCA/owggP2MIHkBggrBgEFBQcBAQSB1zCB1DA2BggrBgEFBQcwAoYqaHR0cDovL2F1dG9yaXRlLmNlcnRpZ25hLmZyL3NlcnZpY2VzY2EuZGVyMDgGCCsGAQUFBzAChixodHRwOi8vYXV0b3JpdGUuZGhpbXlvdGlzLmNvbS9zZXJ2aWNlc2NhLmRlcjAwBggrBgEFBQcwAYYkaHR0cDovL3NlcnZpY2VzY2Eub2NzcC5kaGlteW90aXMuY29tMC4GCCsGAQUFBzABhiJodHRwOi8vc2VydmljZXNjYS5vY3NwLmNlcnRpZ25hLmZyMB8GA1UdIwQYMBaAFKzsho9LNxy4fxcbGdCu6E7jNFwSMAkGA1UdEwQCMAAwYQYDVR0gBFowWDAIBgZngQwBAgIwTAYLKoF6AYExAgUBAQEwPTA7BggrBgEFBQcCARYvaHR0cHM6Ly93d3cuY2VydGlnbmEuY29tL2F1dG9yaXRlLWNlcnRpZmljYXRpb24wZQYDVR0fBF4wXDAroCmgJ4YlaHR0cDovL2NybC5jZXJ0aWduYS5mci9zZXJ2aWNlc2NhLmNybDAtoCugKYYnaHR0cDovL2NybC5kaGlteW90aXMuY29tL3NlcnZpY2VzY2EuY3JsMBMGA1UdJQQMMAoGCCsGAQUFBwMBMA4GA1UdDwEB/wQEAwIFoDBTBgNVHREETDBKgiFtYXRyaXguYWdlbnQuZWx5c2VlLnRjaGFwLmdvdXYuZnKCJW1hdHJpeC1zaXIuYWdlbnQuZWx5c2VlLnRjaGFwLmdvdXYuZnIwHQYDVR0OBBYEFE8vqZ6J5aNFyr23/Fr4VGZR+RdXMIIBfAYKKwYBBAHWeQIEAgSCAWwEggFoAWYAdgDuzdBk1dsazsVct520zROiModGfLzs3sNRSFlGcR+1mwAAAYrwZdCTAAAEAwBHMEUCICfUBRakjbsFbWR9SQmDRnN+vNn951oc7IIWS+G/aMtJAiEA/ESyZ8J5GppIkPnC9hpuaj1e8rhnmeOBW6M5bl60R7sAdQB2/4g/Crb7lVHCYcz1h7o0tKTNuyncaEIKn+ZnTFo6dAAAAYrwZdJ7AAAEAwBGMEQCIBrWde/WiHGdQEbvVQKCKvCprTn6JpVeyI7Sr/i9nuI7AiBYZziU0AjoGQxdbOjpq+g66yJJhvGTDfxLE9fWvys6lQB1AFWB1MIWkDYBSuoLm1c8U/DA5Dh4cCUIFy+jqh0HE9MMAAABivBl15QAAAQDAEYwRAIgPXJHecteUIv2OPaMKKfSPlrjrbCL2GQxLKed/uYC5ooCIDVbALK6ncwSP99aNONgBpC+2t12pQIYP+w9dvV/bMxOMA0GCSqGSIb3DQEBCwUAA4ICAQBMZBXYMG9qCzGiOql1MWbH2SQZcjooEc5aEFrBySfi20ScsR4uOp/Zg71pNCEanjmMWaqXJ8XSuUSmaEygRIHX+sGQITsT2MBnZaii4JGMwtc5pbe4wCQg7VtRp75xdZgMjJ4IRwX+ABnFu4et8IoPr9r/P8l8dwEp+1MYbxNVIJAodAa3bAyX+2wJLKv+qyEVudO9sWsxRUhz69cRsEGNd/7zY8XWILE6mBwHcPVAHCBGkt+CDtCixsjJxNs7gU4SsH7qP+FL81inUNlnFNLYeizWAkiab4ivGnj96ushcLp9HGpaQ24E5AmgEahnacPsBhxRGi4fVPkIWhmX+eA8aqTTzlXNzG8dyXmHslH0nIMvyeQ8Fy+kHp8XGQ8BGpjL4+sHNlpvqcQOsZtkzhR+58NznrOTCshysTld0VGhq8xkjlN32Sn1omgtDFmLZ90z8QW1L4DxVEbwGez+IuoyqIvctpRiQoy64hCilkmNMuzxoGLGkKuika4NSZamsU9XwibFUWKnvGGq6QdDxCdkZq+EtwakOpEJhka2zFQ8Nr9VsFh0vl9LNh5P/QtH1JSDblloXWkxEOI71TW8vv4PpiQWCk282KkdB5ZrCxZw360PAtYEhJGDzcOB47L2KkVqLU5ggpvqEg1e4PW55N4PpLOPLxKODuknEUf+kTfrQQ==\n-----END CERTIFICATE-----","",""
"cert_commonName","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","matrix-sir.agent.elysee.tchap.gouv.fr","",""
"cert_commonName_wo_SNI","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","matrix-sir.agent.interieur.tchap.gouv.fr","",""
"cert_subjectAltName","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","matrix.agent.elysee.tchap.gouv.fr matrix-sir.agent.elysee.tchap.gouv.fr","",""
"cert_trust","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","Ok via SAN (SNI mandatory)","",""
"cert_chain_of_trust","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","passed.","",""
"cert_certificatePolicies_EV","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","no","",""
"cert_expirationStatus","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","351 >= 60 days","",""
"cert_notBefore","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","2023-10-01 22:00","",""
"cert_notAfter","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","2024-09-30 21:59","",""
"cert_extlifeSpan","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","certificate has no extended life time according to browser forum","",""
"cert_eTLS","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","not present","",""
"cert_crlDistributionPoints","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","http://crl.certigna.fr/servicesca.crl http://crl.dhimyotis.com/servicesca.crl","",""
"cert_ocspURL","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","http://servicesca.ocsp.dhimyotis.com http://servicesca.ocsp.certigna.fr","",""
"OCSP_stapling","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","LOW","not offered","",""
"cert_mustStapleExtension","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","--","",""
"DNS_CAArecord","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","LOW","--","",""
"certificate_transparency","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","yes (certificate extension)","",""
"certs_countServer","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","3","",""
"certs_list_ordering_problem","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","no","",""
"cert_caIssuers","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","Certigna Services CA (DHIMYOTIS from FR)","",""
"intermediate_cert <#1>","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","-----BEGIN CERTIFICATE-----\nMIIGFjCCBP6gAwIBAgIQb4L6KKzW94S7WxILqHNnrTANBgkqhkiG9w0BAQsFADA0MQswCQYDVQQGEwJGUjESMBAGA1UECgwJRGhpbXlvdGlzMREwDwYDVQQDDAhDZXJ0aWduYTAeFw0xNTExMjUxMTMzNTJaFw0yNTExMjIxMTMzNTJaMH0xCzAJBgNVBAYTAkZSMRIwEAYDVQQKDAlESElNWU9USVMxHDAaBgNVBAsMEzAwMDIgNDgxNDYzMDgxMDAwMzYxHTAbBgNVBGEMFE5UUkZSLTQ4MTQ2MzA4MTAwMDM2MR0wGwYDVQQDDBRDZXJ0aWduYSBTZXJ2aWNlcyBDQTCCAiIwDQYJKoZIhvcNAQEBBQADggIPADCCAgoCggIBALPM+7LpWBz9wFcPaTc3xnB+5g0XrnptB0EPPfrR04vO52Ykm4ky1d4ZLd10tbM1fa1RqNSOVWWg93O4pL7zCFKlz6JV74ZZVhHpEAwzBwv2oPnxvVbxtSN67xsSY66ahUYxjzs8+3FhmsiRxqwnTYvK2u70uglUvRisOKyTL/M6JnrC4y8tlmoz7OSa5BmBMVplJFQtvmON6N9aHLvYMz+EyJPCbXL6pELxeHjFT5QmIaRamsr2DOTaCjtBZKI1Wnh3X7lnbjM8MESJiV2t7E9tIQNG0Z/HI3tO4aaUMum3KysY5sC8v3vi7rryGidgzHQhrtP0ZXWW5UH/k7umLS/P/XXWnCFpc2Lxa1uDGfc2im7xibRoPP+JNZszN76euFlls6jyEXAiwnVr14tVVTewLK0OWs5SJHpEKp8PGMZRDj59EmMvokWwzL6QzNZ6vVAp00oOm05sbspNY9+MFqGKKUsKvhFGEa4XmRNxDe6KswLcjPZB+NKHZ0QWFd4ip5C5XmEK/8qIPjwVr9dah9+oiHGGO8Wx7gJAMF5DTmkvW7GhqCKj1LmHnabjzc8av6kxWVQZi/C7HCm9i/W4wio+JA2EAFLqNL3GPNbK9kau4yPhQt/c7zxzo0OHnlsV4THCG7oOCd3cfCiyfQcb3FBt6OSpaKRZxjCLBwP00r0fAgMBAAGjggHZMIIB1TASBgNVHRMBAf8ECDAGAQH/AgEAMA4GA1UdDwEB/wQEAwIBBjAdBgNVHQ4EFgQUrOyGj0s3HLh/FxsZ0K7oTuM0XBIwZAYDVR0jBF0wW4AUGu3+QTmQtCRZvgHyUtVF9lo53BGhOKQ2MDQxCzAJBgNVBAYTAkZSMRIwEAYDVQQKDAlEaGlteW90aXMxETAPBgNVBAMMCENlcnRpZ25hggkA/tzjAQ/JSP8wSQYDVR0gBEIwQDA+BgoqgXoBgTEBAAECMDAwLgYIKwYBBQUHAgEWImh0dHBzOi8vd3d3LmNlcnRpZ25hLmZyL2F1dG9yaXRlcy8wfAYIKwYBBQUHAQEEcDBuMDQGCCsGAQUFBzAChihodHRwOi8vYXV0b3JpdGUuY2VydGlnbmEuZnIvY2VydGlnbmEuZGVyMDYGCCsGAQUFBzAChipodHRwOi8vYXV0b3JpdGUuZGhpbXlvdGlzLmNvbS9jZXJ0aWduYS5kZXIwYQYDVR0fBFowWDApoCegJYYjaHR0cDovL2NybC5jZXJ0aWduYS5mci9jZXJ0aWduYS5jcmwwK6ApoCeGJWh0dHA6Ly9jcmwuZGhpbXlvdGlzLmNvbS9jZXJ0aWduYS5jcmwwDQYJKoZIhvcNAQELBQADggEBAGLft7gIuGPZVfg0cTM+HT2xAZFPDb/2+siH06x+dH044zMKbBINbRzhKipwB1A3MW8FQjveE9tyrfyuqZE/X+o2SlGcdNV44ybYkxo4f6kcLEavV/IW+oFEnojZlhpksYcxrvQoEyqkAwshe8IS2KtZHKVACrt+XSs0lwvy7ALGmHaF7A4by6cZWItA7Lhj8XWp+8tBJDj7HocRbWtxzEODdBuyMgJzFrNjc+97J0vH/K0+3yjmkczpKshMA0tM+MF9XDMN/MuwrPmUWGO/fHiqHgUp8yqeWtl1n44ZxkkK1t9GRwhnDWLv73/xhTmdhWYQ/reo0GbgBoLiltKmIJQ=\n-----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#1>","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","71E653BFBF5E72515B4099BBD5EC8872812B47C6EC1FA9ADD327E1C92C9EA16D","",""
"intermediate_cert_notBefore <#1>","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","2015-11-25 11:33","",""
"intermediate_cert_notAfter <#1>","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","2025-11-22 11:33","",""
"intermediate_cert_expiration <#1>","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#1>","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","Certigna Services CA <-- Certigna","",""
"intermediate_cert <#2>","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","-----BEGIN CERTIFICATE-----\nMIIDqDCCApCgAwIBAgIJAP7c4wEPyUj/MA0GCSqGSIb3DQEBBQUAMDQxCzAJBgNVBAYTAkZSMRIwEAYDVQQKDAlEaGlteW90aXMxETAPBgNVBAMMCENlcnRpZ25hMB4XDTA3MDYyOTE1MTMwNVoXDTI3MDYyOTE1MTMwNVowNDELMAkGA1UEBhMCRlIxEjAQBgNVBAoMCURoaW15b3RpczERMA8GA1UEAwwIQ2VydGlnbmEwggEiMA0GCSqGSIb3DQEBAQUAA4IBDwAwggEKAoIBAQDIaPHJ1tazNHUmgh7stL7qXOEm7RFHYeGifBZ4QCHkYJ5ayGPhxLGWkv8YbWkj4Sti993iNi+RB7lIzw7sebYs5zRLcAglozyHGxnygQcPOJAZ0xH+hrTy0V4eHpbNgGzOOzGTtvKg0KmVEn2lmsxryIRWijOp5yIVUxbwzBfsV1/pogqYCd7jX5xv3EjjhQsVWqa6n6xI4wmy9/Qy3l40vhx4XUJbzg4ij02Q130yGLMLLGq/jj8UEYkgDncUtT2UCIf3JR7VsmAA7G8qKCVuKj4YYxclPz5EIBb2JsglrgVKtOdjLPOMFlN+XPsRGgjBRmKfIrjxwo1p3Po6WAbfAgMBAAGjgbwwgbkwDwYDVR0TAQH/BAUwAwEB/zAdBgNVHQ4EFgQUGu3+QTmQtCRZvgHyUtVF9lo53BEwZAYDVR0jBF0wW4AUGu3+QTmQtCRZvgHyUtVF9lo53BGhOKQ2MDQxCzAJBgNVBAYTAkZSMRIwEAYDVQQKDAlEaGlteW90aXMxETAPBgNVBAMMCENlcnRpZ25hggkA/tzjAQ/JSP8wDgYDVR0PAQH/BAQDAgEGMBEGCWCGSAGG+EIBAQQEAwIABzANBgkqhkiG9w0BAQUFAAOCAQEAhQMeknH2Qq/ho2Ge6/PAD/Kl1NqV5ta+aDY9fm4fTIrv0Q8hbV6lUmPOEvjvKtpv6zf+EwLHyzs+ImvaYS5/1HI93TDhHkxAGYwP15zRgzB7mFncfca5DClMoTOi62c6ZYTTluLtdkVwj7Ur3vkj1kluPBS1xp81HlDQwY9qcEQCYsuuHWhBp6pX6FOqB9IG9tUUBguRA3UsbHK1YZWaDYu5Def131TN3ubY1gkIl2PlwS6wt0QmwCbAr1UwnjvVNioZBPRcHv/PLLf/0P2HQBHVESO7SMAhqaQoLf0V+LBOK/QwWyH8EZE0vkHve52Xdf+XlcCWWC/qu0bXu+TZLg==\n-----END CERTIFICATE-----","",""
"intermediate_cert_fingerprintSHA256 <#2>","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","E3B6A2DB2ED7CE48842F7AC53241C7B71D54144BFB40C11F3F1D0B42F5EEA12D","",""
"intermediate_cert_notBefore <#2>","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","2007-06-29 15:13","",""
"intermediate_cert_notAfter <#2>","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","2027-06-29 15:13","",""
"intermediate_cert_expiration <#2>","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","ok > 40 days","",""
"intermediate_cert_chain <#2>","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","Certigna <-- Certigna","",""
"intermediate_cert_badOCSP","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","intermediate certificate(s) is/are ok","",""
"HTTP_status_code","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","200 OK ('/')","",""
"HTTP_clock_skew","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","-1 seconds from localtime","",""
"HTTP_headerTime","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","1697330775","",""
"HSTS","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","LOW","not offered","",""
"HPKP","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","No support for HTTP Public Key Pinning","",""
"banner_server","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","No Server banner line in header, interesting!","",""
"banner_application","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","No application banner found","",""
"cookie_count","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","0 at '/'","",""
"security_headers","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","MEDIUM","--","",""
"banner_reverseproxy","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","--","","CWE-200"
"heartbleed","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","not vulnerable , timed out","CVE-2014-0160","CWE-119"
"CCS","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","not vulnerable","CVE-2014-0224","CWE-310"
"ticketbleed","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","not vulnerable","CVE-2016-9244","CWE-200"
"ROBOT","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","not vulnerable, no RSA key transport cipher","CVE-2017-17382 CVE-2017-17427 CVE-2017-17428 CVE-2017-13098 CVE-2017-1000385 CVE-2017-13099 CVE-2016-6883 CVE-2012-5081 CVE-2017-6168","CWE-203"
"secure_renego","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","supported","","CWE-310"
"secure_client_renego","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","not vulnerable","CVE-2011-1473","CWE-310"
"CRIME_TLS","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","not vulnerable","CVE-2012-4929","CWE-310"
"BREACH","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","MEDIUM","potentially VULNERABLE, gzip HTTP compression detected  - only supplied '/' tested","CVE-2013-3587","CWE-310"
"POODLE_SSL","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","not vulnerable, no SSLv3","CVE-2014-3566","CWE-310"
"fallback_SCSV","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","no protocol below TLS 1.2 offered","",""
"SWEET32","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","not vulnerable","CVE-2016-2183 CVE-2016-6329","CWE-327"
"FREAK","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","not vulnerable","CVE-2015-0204","CWE-310"
"DROWN","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","not vulnerable on this host and port","CVE-2016-0800 CVE-2016-0703","CWE-310"
"DROWN_hint","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","Make sure you don't use this certificate elsewhere with SSLv2 enabled services, see https://search.censys.io/search?resource=hosts&virtual_hosts=INCLUDE&q=97ED5E4D00E7E150088B24722B1CC7B0D16955AEEB44C41AEA96EDAF5969F1D2","CVE-2016-0800 CVE-2016-0703","CWE-310"
"LOGJAM","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","not vulnerable, no DH EXPORT ciphers,","CVE-2015-4000","CWE-310"
"LOGJAM-common_primes","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","no DH key with <= TLS 1.2","CVE-2015-4000","CWE-310"
"BEAST","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","not vulnerable, no SSL3 or TLS1","CVE-2011-3389","CWE-20"
"LUCKY13","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","LOW","potentially vulnerable, uses TLS CBC ciphers","CVE-2013-0169","CWE-310"
"winshock","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","not vulnerable","CVE-2014-6321","CWE-94"
"RC4","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","OK","not vulnerable","CVE-2013-2566 CVE-2015-2808","CWE-310"
"clientsimulation-android_60","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","TLSv1.2 ECDHE-RSA-AES128-GCM-SHA256","",""
"clientsimulation-android_70","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-android_81","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-android_90","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-android_X","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-android_11","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-android_12","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-chrome_79_win10","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-chrome_101_win10","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
"clientsimulation-firefox_66_win81","matrix.agent.elysee.tchap.gouv.fr/143.196.253.101","443","INFO","TLSv1.2 ECDHE-RSA-AES256-GCM-SHA384","",""
